TITULO;GRATUITO;FECHA;HORA;CONTENT-URL;NOMBRE-INSTALACION;CP;TIPO
Descubriendo la magia de la música;0;30/11/2024;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7f6085f1bda62910VgnVCM1000001d4a900aRCRD;Matadero Madrid;28045;ProgramacionDestacadaAgendaCultura
Desmontando la Ópera;1;25/11/2024;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fa2b716d0d2c2910VgnVCM1000001d4a900aRCRD;Centro Sociocultural Maestro Alonso (Salamanca);28028;TeatroPerformance
Después de todo, el trailer - Usera;1;22/11/2024;21:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8b6c62472aab2910VgnVCM1000001d4a900aRCRD;Centro Cultural Meseta de Orcasitas (Usera);28041;1ciudad21distritos
Día de la discapacidad;1;02/12/2024;22:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4eede1a010643910VgnVCM2000001f4a900aRCRD;Centro Sociocultural Francisco Fatou (Villa de Vallecas);28031;ConferenciasColoquios
Día de la Filosofía;1;21/11/2024;23:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=279db1bf2ea03910VgnVCM1000001d4a900aRCRD;Centro Cultural Casa de Vacas (Retiro);28009;ConferenciasColoquios
Dibuja mal bien;1;20/11/2024;0:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=01952dd1dc0e1910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo);28029;CursosTalleres
Dibuja Mal Bien - Fuencarral;1;20/11/2024;1:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=214d14f5e0021910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo);28029;1ciudad21distritos
Diciembre en danza;1;08/12/2024;2:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=058311ec62f33910VgnVCM1000001d4a900aRCRD;Centro Cultural Antonio Machado (San Blas - Canillejas);28037;DanzaBaile
Diminutivo - Títeres sin cabeza (Aragón);1;03/01/2025;3:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9aa716a84fbf2910VgnVCM1000001d4a900aRCRD;Centro Cultural Casa de Vacas (Retiro);28009;CuentacuentosTiteresMarionetas
Dinosaurios y otros animales. El impacto de la paleontología en la cultura popular;1;22/11/2024;4:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=db8038ad958d2910VgnVCM1000001d4a900aRCRD;Centro de Información y Educación Ambiental de Dehesa de la Villa;28039;CongresosJornadas
Dispararon al pianista;1;22/12/2024;5:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=63b4283882443910VgnVCM1000001d4a900aRCRD;Centro Cultural Buero Vallejo (San Blas - Canillejas);28022;CineActividadesAudiovisuales
Doña Rosita la Soltera;1;29/11/2024;6:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=89cc6829a92d2910VgnVCM2000001f4a900aRCRD;Centro Sociocultural Almirante Churruca (Latina);28024;TeatroPerformance
Dos Científicas Locas;1;23/11/2024;7:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1fbc602d204b2910VgnVCM2000001f4a900aRCRD;Centro Cultural Las Californias (Retiro);28007;CircoMagia
"Duo Jean Marie Ecay &amp; Pablo Arrieta";1;29/11/2024;8:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=86c861d05c6f2910VgnVCM1000001d4a900aRCRD;Centro Cultural Carril del Conde (Hortaleza);28043;Musica
Ejecutor 14;1;07/12/2024;9:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=375611ec62f33910VgnVCM1000001d4a900aRCRD;Centro Cultural Antonio Machado (San Blas - Canillejas);28037;TeatroPerformance
El árbol del Teneré - La Negra (Comunidad Valenciana);1;28/12/2024;10:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9a9e05340cf2910VgnVCM2000001f4a900aRCRD;Centro Cultural Casa de Vacas (Retiro);28009;CuentacuentosTiteresMarionetas
El cadáver del señor García;1;22/12/2024;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f29ad42656f33910VgnVCM1000001d4a900aRCRD;Centro Cultural Antonio Machado (San Blas - Canillejas);28037;TeatroPerformance
El canto de la Sibila;1;10/12/2024;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c4ac97e3ef2c2910VgnVCM2000001f4a900aRCRD;Centro Cultural Las Californias (Retiro);28007;Musica
El corazón del roble;1;21/12/2024;13:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c816283882443910VgnVCM1000001d4a900aRCRD;Centro Cultural Buero Vallejo (San Blas - Canillejas);28022;CineActividadesAudiovisuales
El gigante que jugaba con las palabras, homenaje a Julio Cortázar;1;29/11/2024;14:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a93a5bebd58d2910VgnVCM2000001f4a900aRCRD;Centro Cultural Miguel Hernández (Latina);28044;Musica
El hombre del piano. Jorge Bedoya;0;04/12/2024;15:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a93b66180bbb1910VgnVCM1000001d4a900aRCRD;CentroCentro;28014;ProgramacionDestacadaAgendaCultura
El hospital de los locos;1;28/11/2024;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=54ea1aef48f92910VgnVCM2000001f4a900aRCRD;Centro Cultural San Juan Bautista (Ciudad Lineal);28043;TeatroPerformance
El jockey;0;24/11/2024;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a78d4af33ab03910VgnVCM1000001d4a900aRCRD;Cineteca Madrid;28045;ProgramacionDestacadaAgendaCultura
El Lorca que me habita;1;29/11/2024;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8358aa48633d2910VgnVCM2000001f4a900aRCRD;Centro Cultural Lope de Vega (Puente de Vallecas);28053;TeatroPerformance
El mejor regalo de los Reyes Magos - Okarino Trapisonda (Madrid);1;04/01/2025;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d60841c354cf2910VgnVCM2000001f4a900aRCRD;Teatro Municipal de Títeres. Parque de El Retiro;28009;CuentacuentosTiteresMarionetas
El Misterio de la Casa Encantada;1;30/11/2024;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=53335bebd58d2910VgnVCM2000001f4a900aRCRD;Centro Sociocultural Rosario de Acuña (Latina);28011;Musica
El monte de las ánimas (Historias de Terror);0;01/11/2024;21:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bb3fb0f8cebe1910VgnVCM1000001d4a900aRCRD;Fernán Gómez Centro Cultural de la Villa;28001;ProgramacionDestacadaAgendaCultura
El niño con cabeza de Elefante;1;23/11/2024;22:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a1c95bebd58d2910VgnVCM2000001f4a900aRCRD;Centro Cultural Miguel Hernández (Latina);28044;DanzaBaile
El niño erizo;0;20/12/2024;23:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e572f6b384a72910VgnVCM1000001d4a900aRCRD;Teatro Español;28012;TeatroPerformance
El poder de las palabras;0;30/11/2024;0:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=35713e4e37fa2910VgnVCM1000001d4a900aRCRD;Matadero Madrid;28045;ConferenciasColoquios
El Pozo del Flamenco. Nerea Fernández;1;30/11/2024;1:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5e23dc6f4d4d2910VgnVCM2000001f4a900aRCRD;Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas);28053;DanzaBaile/Flamenco
El salto;1;21/12/2024;2:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e0b3283882443910VgnVCM1000001d4a900aRCRD;Centro Cultural Buero Vallejo (San Blas - Canillejas);28022;CineActividadesAudiovisuales
El segundo acto;0;20/11/2024;3:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e8c4af33ab03910VgnVCM1000001d4a900aRCRD;Cineteca Madrid;28045;ProgramacionDestacadaAgendaCultura
El sueño de la sultana;1;15/12/2024;4:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a16283882443910VgnVCM1000001d4a900aRCRD;Centro Cultural Buero Vallejo (San Blas - Canillejas);28022;CineActividadesAudiovisuales
El Tenorio en una hora.;1;21/11/2024;5:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=40dd97e3ef2c2910VgnVCM2000001f4a900aRCRD;Centro Sociocultural José de Espronceda (Tetuán);28039;TeatroPerformance
El tesoro del rey Midas;1;22/12/2024;6:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3c56283882443910VgnVCM1000001d4a900aRCRD;Centro Cultural Buero Vallejo (San Blas - Canillejas);28022;CineActividadesAudiovisuales
Elección de pareja;1;24/11/2024;7:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=66db1cef8a3b2910VgnVCM1000001d4a900aRCRD;Centro de Educación Ambiental y Cultural Maris Stella (Usera);28026;ConferenciasColoquios
Elena Córdoba «El idiota»;0;06/02/2025;8:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd0102a2fa0e1910VgnVCM1000001d4a900aRCRD;Centro de Cultura Contemporánea Conde Duque;28015;ProgramacionDestacadaAgendaCultura
Ellas;1;29/11/2024;9:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=47055fce408d2910VgnVCM2000001f4a900aRCRD;Centro Cultural José Luis Sampedro (Latina);28047;DanzaBaile
Ellas Bailan Poesía;1;23/11/2024;10:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=875c5bebd58d2910VgnVCM2000001f4a900aRCRD;Centro Sociocultural Rosario de Acuña (Latina);28011;Musica/Flamenco
Ellas cuentan. Carabanchel;1;29/11/2024;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7394c1bd15603910VgnVCM2000001f4a900aRCRD;Centro Sociocultural Blasco Ibáñez (Carabanchel);28019;CuentacuentosTiteresMarionetas
Ellas viajan;0;30/11/2024;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b513e4e37fa2910VgnVCM1000001d4a900aRCRD;Matadero Madrid;28045;RecitalesPresentacionesActosLiterarios
En buscas de los juguetes navideños perdidos.;1;29/12/2024;13:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2a487a8944443910VgnVCM1000001d4a900aRCRD;Centro Cultural Casa de Vacas (Retiro);28009;FiestasNavidadesReyes
En la alcoba del sultán;1;07/12/2024;14:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c028283882443910VgnVCM1000001d4a900aRCRD;Centro Cultural Buero Vallejo (San Blas - Canillejas);28022;CineActividadesAudiovisuales
Encadena2;1;30/11/2024;15:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=76c7f4a59f4f2910VgnVCM2000001f4a900aRCRD;Centro Cultural el Torito (Moratalaz);28030;TeatroPerformance
Encendido del alumbrado navideño;1;29/11/2024;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4680b60f928d2910VgnVCM1000001d4a900aRCRD;Centro Cultural Gloria Fuertes (Barajas);28042;ActividadesCalleArteUrbano
Encuentro flamenco, copla y boleros;1;28/11/2024;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1ee4f748907f2910VgnVCM1000001d4a900aRCRD;Centro Sociocultural Alberto Sánchez (Puente de Vallecas);28038;DanzaBaile/Flamenco
Ensemble Kassiani;0;14/12/2024;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3401eefd56c12910VgnVCM1000001d4a900aRCRD;CentroCentro;28014;ProgramacionDestacadaAgendaCultura
Especial Clásicos del Terror;0;15/12/2024;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=63d807832e3b2910VgnVCM1000001d4a900aRCRD;Casa del Lector;28045;RecitalesPresentacionesActosLiterarios
Espectáculo de guitarra total pop-rock: 'Contra las cuerdas';1;21/11/2024;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b24db13171a1f810VgnVCM2000001f4a900aRCRD;Centro Sociocultural Valle Inclán (Fuencarral - El Pardo);28029;Musica
Espírituescalera «Mitología de barrio»;0;26/02/2025;21:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=070d02a2fa0e1910VgnVCM1000001d4a900aRCRD;Centro de Cultura Contemporánea Conde Duque;28015;ProgramacionDestacadaAgendaCultura
Europa tras la Segunda Guerra Mundial (segunda parte);0;26/11/2024;22:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=517bd624bc503910VgnVCM2000001f4a900aRCRD;Centro Cultural Dotacional Integrado Arganzuela;28045;ConferenciasColoquios
Exposición de pintura 'Daza y más';1;31/10/2024;23:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=252b61f41b55d810VgnVCM2000001f4a900aRCRD;Centro Sociocultural Rafael de León (Fuencarral - El Pardo);28035;Exposiciones
Exposición de pintura: 'LA VIDA EN ACUARELA';1;03/11/2024;0:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=afdc3a03802e2910VgnVCM1000001d4a900aRCRD;Centro Sociocultural Alfonso XII (Fuencarral - El Pardo);28048;Exposiciones
Exposición fotográfica 'Fotógrafos en el Barrio del Pilar';1;30/09/2024;1:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ff1de589437c1910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo);28029;Exposiciones
Exposición 'El jardín turco. El ebru de Nuran Öner';1;24/10/2024;2:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4e38821e89fa8810VgnVCM2000001f4a900aRCRD;Imprenta Municipal - Artes del libro;28012;Exposiciones
Exposición: Madrid años 60. La mirada de Alcoba;1;14/06/2024;3:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e113ece8c43cf810VgnVCM1000001d4a900aRCRD;Museo de Historia de Madrid;28004;Exposiciones
Exposición: 'Belleza en la pintura';1;05/11/2024;4:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=642d4898238d2910VgnVCM2000001f4a900aRCRD;Centro Sociocultural Valle Inclán (Fuencarral - El Pardo);28029;Exposiciones
Ferrán Palau;0;31/01/2025;5:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4cc758c1f5280910VgnVCM1000001d4a900aRCRD;Centro de Cultura Contemporánea Conde Duque;28015;ProgramacionDestacadaAgendaCultura
Festival Coros en el Barrio 2024-2025;0;10/12/2024;6:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a2cf02a2fa0e1910VgnVCM1000001d4a900aRCRD;Centro de Cultura Contemporánea Conde Duque;28015;ProgramacionDestacadaAgendaCultura
Festival Folklórico;1;23/11/2024;7:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d015c194e32d2910VgnVCM1000001d4a900aRCRD;Auditorio y sala de exposiciones Paco de Lucía (Latina);28044;DanzaBaile/FolcloreEtnica
Festival Supernova - La Chachi;0;12/12/2024;8:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=76cc02a2fa0e1910VgnVCM1000001d4a900aRCRD;Centro de Cultura Contemporánea Conde Duque;28015;ProgramacionDestacadaAgendaCultura
"Fetén fetén &amp; amig@s";0;02/02/2025;9:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f1e013b2aa003910VgnVCM2000001f4a900aRCRD;Teatro Circo Price;28012;ProgramacionDestacadaAgendaCultura
Filosofía y política: tertulias filosóficas;1;21/11/2024;10:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6191175b3fbd1910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Pablo Neruda (Ciudad Lineal);28017;ConferenciasColoquios
Filosofía y política: tertulias filosóficas;1;05/12/2024;11:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=21a1175b3fbd1910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Pablo Neruda (Ciudad Lineal);28017;ConferenciasColoquios
Flamenco Vivo;1;01/12/2024;12:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=de5f470052eb2910VgnVCM2000001f4a900aRCRD;Auditorio y sala de exposiciones Paco de Lucía (Latina);28044;Musica/Flamenco
FLIC - Festival de literatura y artes infantil y juvenil;1;21/11/2024;13:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=db0973de8bcf2910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán);28039;CursosTalleres
FLIC - Festival de literatura y artes infantil y juvenil;1;20/11/2024;14:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3af873de8bcf2910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Ángel González (Latina);28024;CursosTalleres
FLIC - Festival de literatura y artes infantil y juvenil;1;23/11/2024;15:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0b1973de8bcf2910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal Iván de Vargas (Centro);28005;CursosTalleres
Flor de Greguerías - Luna Teatro Danza (Madrid);1;31/12/2024;16:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=959716a84fbf2910VgnVCM1000001d4a900aRCRD;Teatro Municipal de Títeres. Parque de El Retiro;28009;FiestasNavidadesReyes
Forced Entertainment. To Move in Time;0;21/11/2024;17:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=421e256bd8f20910VgnVCM2000001f4a900aRCRD;Centro de Cultura Contemporánea Conde Duque;28015;ProgramacionDestacadaAgendaCultura
Frahn Cuváz+The Lone Jacks;1;21/11/2024;18:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=68ba1aef48f92910VgnVCM2000001f4a900aRCRD;Centro Cultural San Juan Bautista (Ciudad Lineal);28043;Musica
Francisca de Pedraza;1;23/11/2024;19:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=27b052965ef13910VgnVCM1000001d4a900aRCRD;Centro Cultural Casa de Vacas (Retiro);28009;ConferenciasColoquios/Historia
Francisco Nieva. El dramaturgo furioso;0;11/12/2024;20:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1858cd687a503910VgnVCM1000001d4a900aRCRD;Cineteca Madrid;28045;ProgramacionDestacadaAgendaCultura
From My Cold Dead Hands;0;21/11/2024;21:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8e0d4af33ab03910VgnVCM1000001d4a900aRCRD;Cineteca Madrid;28045;ProgramacionDestacadaAgendaCultura
Fuente del Berro;1;20/11/2024;22:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9a2ffa91ac42910VgnVCM2000001f4a900aRCRD;Quinta de la Fuente del Berro;28028;ExcursionesItinerariosVisitas
Fuente del Berro;1;12/12/2024;23:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=57c2ffa91ac42910VgnVCM2000001f4a900aRCRD;Quinta de la Fuente del Berro;28028;ExcursionesItinerariosVisitas
Gala de clausura;1;23/11/2024;0:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=401369718bef1910VgnVCM1000001d4a900aRCRD;Centro Cultural Carril del Conde (Hortaleza);28043;TeatroPerformance
Gala de clausura. XIX Certamen de Teatro Abierto de Hortaleza;1;23/11/2024;1:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ba276f235b6f2910VgnVCM1000001d4a900aRCRD;Centro Cultural Carril del Conde (Hortaleza);28043;ConcursosCertamenes
Gato gris;1;30/11/2024;2:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f650716d0d2c2910VgnVCM1000001d4a900aRCRD;Jardín del Bulevar de Peña Gorbea;28053;Musica
Gran concierto de Navidad: escolanía del Escorial;0;15/12/2024;3:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=329eb0f8cebe1910VgnVCM1000001d4a900aRCRD;Fernán Gómez Centro Cultural de la Villa;28001;ProgramacionDestacadaAgendaCultura
Grupo Retablo;1;29/11/2024;4:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2405c20f93eb2910VgnVCM1000001d4a900aRCRD;Centro Cultural Quinta del Berro - Rafael Altamira (Salamanca);28028;Musica
Hábitos que potencian tu salud;1;17/12/2024;5:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c2aad495e1603910VgnVCM1000001d4a900aRCRD;Biblioteca Pública Municipal San Blas (San Blas-Canillejas);28037;ConferenciasColoquios
Hablemos de Verdi;1;28/11/2024;6:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5ca9f748907f2910VgnVCM1000001d4a900aRCRD;Centro Cultural Hortaleza;28033;ConferenciasColoquios
Harry Potter y el cáliz de fuego;1;13/12/2024;7:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3f15e6d55e423910VgnVCM2000001f4a900aRCRD;Centro Cultural Dotacional Integrado Arganzuela;28045;CineActividadesAudiovisuales
Harry Potter y el prisionero de Azkaban;1;29/11/2024;8:30;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dbd2e6d55e423910VgnVCM2000001f4a900aRCRD;Centro Cultural Dotacional Integrado Arganzuela;28045;CineActividadesAudiovisuales
